qid,name,body,startyear,endyear
Q6245508,Björn Wittrock,RSAS,2006,NA
Q6044946,Carsten Peterson,RSAS,2006,NA
Q5895803,Christer Jönsson,RSAS,2006,NA
Q5723069,Claes Fahlander,RSAS,2006,NA
Q5902390,Gunnar Karlström,RSAS,2006,NA
Q84702,Helga Nowotny,RSAS,2006,NA
Q6067864,Ingemar Renberg,RSAS,2006,NA
Q5563664,Jan Backman,RSAS,2006,NA
Q5886854,Kurt Johansson,RSAS,2006,NA
Q5577431,Lars Björck,RSAS,2006,NA
Q6090775,Lars Samuelson,RSAS,2006,NA
Q6043286,Lennart Persson,RSAS,2006,NA
Q4966258,Maria Masucci,RSAS,2006,NA
Q5938385,Nils-Göran Larsson,RSAS,2006,NA
Q5823104,Olle Inganäs,RSAS,2006,NA
Q107453,Padma Kant Shukla,RSAS,2006,2013
Q5710035,Sten-Åke Elming,RSAS,2006,NA
Q5973606,Anders Malmberg,RSAS,2007,NA
Q6200933,Anders Szepessy,RSAS,2007,NA
Q114747,Andre Gingrich,RSAS,2007,NA
Q4981688,Ann-Christine Syvänen,RSAS,2007,NA
Q4991085,Barbro Åsman,RSAS,2007,NA
Q5574883,Christer Betsholtz,RSAS,2007,NA
Q6237959,Dag Westerståhl,RSAS,2007,NA
Q5935888,Dan Larhammar,RSAS,2007,NA
Q6078147,Fredrik Ronquist,RSAS,2007,NA
Q5626632,Göran K. Hansson,RSAS,2007,NA
Q5803523,Hans Hertz,RSAS,2007,NA
Q6025651,Hans Olofsson,RSAS,2007,NA
Q5542230,Hans-Olov Adami,RSAS,2007,NA
Q6078583,Holger Rootzén,RSAS,2007,NA
Q1789785,Idun Reiten,RSAS,2007,2025
Q6198633,Jakob Svensson,RSAS,2007,NA
Q5891665,Jan O. Jonsson,RSAS,2007,NA
Q5587507,John Broome,RSAS,2007,NA
Q4953737,Kersti Hermansson,RSAS,2007,NA
Q6230815,Lars Wallentin,RSAS,2007,NA
Q4958976,Lena Kjellén,RSAS,2007,NA
Q357918,László Lovász,RSAS,2007,NA
Q3430397,Martin Kylhammar,RSAS,2007,NA
Q6043363,Mats Persson,RSAS,2007,NA
Q5422803,Michael Benedicks,RSAS,2007,NA
Q5933547,Ove Eriksson,RSAS,2007,NA
Q5619970,Per Delsing,RSAS,2007,NA
Q5588924,Peter Brzezinski,RSAS,2007,NA
Q568189,Peter W. Jones,RSAS,2007,NA
Q5988588,Petter Minnhagen,RSAS,2007,NA
Q2376744,Risto Näätänen,RSAS,2007,2023
Q386803,Steven M. Girvin,RSAS,2007,NA
Q4990293,Suzanne Wennberg,RSAS,2007,NA
Q5711500,Sven Enerbäck,RSAS,2007,NA
Q5566469,Tamas Bartfai,RSAS,2007,NA
Q6251134,Udo Zander,RSAS,2007,NA
Q5933554,Ulf Landegren,RSAS,2007,NA
Q125239,Walter Müller,RSAS,2007,NA
Q6055336,Walter W. Powell,RSAS,2007,NA
Q5957836,Anders Lindroth,RSAS,2008,NA
Q4981458,Ann-Mari Svennerholm,RSAS,2008,NA
Q5880547,Arne Jarrick,RSAS,2008,NA
Q879773,Björn von Sydow,RSAS,2008,NA
Q4961068,Catharina Larsson,RSAS,2008,NA
Q5777626,Claes Gustafsson,RSAS,2008,NA
Q5218897,Daniel Tarschys,RSAS,2008,NA
Q432805,Eigil Friis-Christensen,RSAS,2008,2018
Q5823183,Gunnar Ingelman,RSAS,2008,NA
Q6175131,Jason Shogren,RSAS,2008,NA
Q4962016,Kerstin Lidén,RSAS,2008,NA
Q6019191,Lars Nyberg,RSAS,2008,NA
Q6224529,Mats Viberg,RSAS,2008,NA
Q217933,Nils Dencker,RSAS,2008,NA
Q923813,Oded Schramm,RSAS,2008,2008
Q5958975,Olle Lindvall,RSAS,2008,NA
Q5571984,Per-Olof Berggren,RSAS,2008,NA
Q4958910,Sheila Kirkwood,RSAS,2008,NA
Q6041808,Thomas Perlmann,RSAS,2008,NA
Q5819684,Torleif Härd,RSAS,2008,NA
Q670496,Veerabhadran Ramanathan,RSAS,2008,NA
Q2022786,Birgitta Bremer,RSAS,2009,NA
Q260802,Jean Bourgain,RSAS,2009,2018
Q6255800,Johan Åqvist,RSAS,2009,NA
Q4990943,Juleen Zierath,RSAS,2009,NA
Q1518416,Klas Kärre,RSAS,2009,NA
Q5816809,Lars Hultman,RSAS,2009,NA
Q6214799,Lars Tranvik,RSAS,2009,NA
Q5954921,Lennart Lindegren,RSAS,2009,NA
Q5938205,Mats Larsson,RSAS,2009,NA
Q4941321,Nina Burton,RSAS,2009,NA
Q1148805,Peter Gärdenfors,RSAS,2009,NA
Q334045,Pierre Deligne,RSAS,2009,NA
Q6015729,Pär Nordlund,RSAS,2009,NA
Q4960171,Reiko Kuroda,RSAS,2009,NA
Q5938230,Stanislav Barabash,RSAS,2009,NA
Q5559999,Thomas Aronsson,RSAS,2009,NA
Q5789698,Thors Hans Hansson,RSAS,2009,NA
Q5616905,Ulf Danielsson,RSAS,2009,NA
Q4946831,Ylva Engström,RSAS,2009,NA
Q6015740,Åke Nordlund,RSAS,2009,NA
Q17094052,Anna-Karin Tornberg,RSAS,2010,NA
Q4983587,Birgitta Tullberg,RSAS,2010,2017
Q6229051,Claes-Göran Wahlström,RSAS,2010,NA
Q9364779,Deliang Chen,RSAS,2010,NA
Q434974,Eva Ström,RSAS,2010,NA
Q3434020,Gunnar Wetterberg,RSAS,2010,NA
Q6258026,Göran Östlin,RSAS,2010,NA
Q22570180,Hans Ellegren,RSAS,2010,NA
Q5605890,Johan Celsing,RSAS,2010,NA
Q4956824,Kerstin Johannesson,RSAS,2010,NA
Q21836434,Krister Holmberg,RSAS,2010,NA
Q6240683,Lars Wieslander,RSAS,2010,NA
Q4965552,Lena Marcusson,RSAS,2010,NA
Q4938209,Li Bennich-Björkman,RSAS,2010,NA
Q5717084,Olle Eriksson,RSAS,2010,NA
Q128337,Paula Eerola,RSAS,2010,NA
Q5940282,Thomas Laurell,RSAS,2010,NA
Q16633028,David Haviland,RSAS,2011,NA
Q4971115,Eva Olsson,RSAS,2011,NA
Q5744982,Jonas Frisén,RSAS,2011,NA
Q6370341,Kari Alitalo,RSAS,2011,NA
Q27214742,Leif Groop,RSAS,2011,NA
Q42670114,Olle Kämpe,RSAS,2011,NA
Q7161093,Pekka Pyykkö,RSAS,2011,NA
Q16633465,Stefan Svallfors,RSAS,2011,NA
Q653786,Ari Laptev,RSAS,2012,NA
Q50768811,Bernt Eric Uhlin,RSAS,2012,NA
Q4931156,Bo Rothstein,RSAS,2012,NA
Q5587048,Gert Brodin,RSAS,2012,NA
Q588259,Hans Rosling,RSAS,2012,2017
Q6394763,Kerstin Lindblad-Toh,RSAS,2012,NA
Q4976491,Kerstin Sahlin,RSAS,2012,NA
Q3122784,Lars Heikensten,RSAS,2012,NA
Q18274567,Magnus Johannesson,RSAS,2012,NA
Q23916392,Martin Jakobsson,RSAS,2012,NA
Q19975955,Patrik Ernfors,RSAS,2012,NA
Q5543863,Per Ahlberg,RSAS,2012,NA
Q18246174,Per Strömberg,RSAS,2012,NA
Q30339999,Sven Widmalm,RSAS,2012,NA
Q47406477,Anders Irbäck,RSAS,2013,NA
Q5900899,Anders Karlhede,RSAS,2013,NA
Q6075610,Johan Rockström,RSAS,2013,NA
Q5891774,Kjell Jonsson,RSAS,2013,NA
Q4980983,Maria Strømme,RSAS,2013,NA
Q6062889,Olof Ramström,RSAS,2013,NA
Q5990884,Per Molander,RSAS,2013,NA
Q7176270,Peter Pagin,RSAS,2013,NA
Q6208968,Stefan Thor,RSAS,2013,NA
Q6179237,Tomas Sjöström,RSAS,2013,NA
Q23915065,Torsten Åkesson,RSAS,2013,NA
Q67627277,Anders Hagfeldt,RSAS,2014,NA
Q4981797,Astrid Söderbergh Widding,RSAS,2014,NA
Q16945136,Axel Brandenburg,RSAS,2014,NA
Q5893674,Christopher Juhlin,RSAS,2014,NA
Q23915045,Heiner Linke,RSAS,2014,NA
Q19946500,Stefan Jansson,RSAS,2014,NA
Q295981,Terence Tao,RSAS,2014,NA
Q18450869,Örjan Gustafsson,RSAS,2014,NA
Q22570259,Dan I. Andersson,RSAS,2015,NA
Q17280087,Emmanuelle Charpentier,RSAS,2015,NA
Q6073181,Hans Ringström,RSAS,2015,NA
Q63845205,Peter Fredriksson,RSAS,2015,NA
Q5796610,Peter Hedström,RSAS,2015,NA
Q4947795,Sofia Feltzing,RSAS,2015,NA
Q23784626,Anders Ynnerman,RSAS,2016,NA
Q4990241,Anna Wedell,RSAS,2016,NA
Q5764350,Ariel Goobar,RSAS,2016,NA
Q317382,Christer Fuglesang,RSAS,2016,NA
Q50923742,Gesa Weyhenmeyer,RSAS,2016,NA
Q5708240,Johan Elf,RSAS,2016,NA
Q714346,Michael Tomasello,RSAS,2016,NA
Q28792589,Pernilla Wittung-Stafshede,RSAS,2016,NA
Q4991056,Susanne Åkesson,RSAS,2016,NA
Q1752871,Tönu Pullerits,RSAS,2016,NA
Q59362551,Christos Samakovlis,RSAS,2017,NA
Q21257568,Claudia Köhler,RSAS,2017,NA
Q5341373,Edvard Moser,RSAS,2017,NA
Q21259150,Ellen Moons,RSAS,2017,NA
Q107450,Frank Wilczek,RSAS,2017,NA
Q88336362,Jarone Pinhassi,RSAS,2017,NA
Q15042467,John Conway,RSAS,2017,NA
Q6796222,May-Britt Moser,RSAS,2017,NA
Q86314761,Ruth Palmer,RSAS,2017,NA
Q18244730,Christer Nordlund,RSAS,2018,NA
Q5709312,Ulf Ellervik,RSAS,2018,NA
Q33093598,Vivi Vajda,RSAS,2018,NA
Q42393941,Åsa Wikforss,RSAS,2018,NA
Q6206354,Folke Tersman,RSAS,2019,NA
Q104535487,Marie Cronqvist,RSAS,2019,NA
Q61637031,Richard Brenner,RSAS,2019,NA
Q15587381,Susanne Aalto,RSAS,2019,NA
Q16592601,Tünde Fülöp,RSAS,2019,NA
Q5543319,William Agace,RSAS,2019,NA
Q26714471,Alexandre Antonelli,RSAS,2020,NA
Q85519178,Anders Johansen,RSAS,2020,NA
Q29571082,Anna Dreber Almenberg,RSAS,2020,NA
Q136026430,Anna Sjöström Douagi,RSAS,2020,NA
Q653682,Ari Helenius,RSAS,2020,NA
Q112507482,Axel Englund,RSAS,2020,NA
Q26321,Elizabeth Blackburn,RSAS,2020,NA
Q21872221,Ericka Johnson,RSAS,2020,NA
Q43113631,Eva Malmström Jonsson,RSAS,2020,NA
Q41798711,Eva Mörk,RSAS,2020,NA
Q33677910,Hanna Johannesson,RSAS,2020,NA
Q6252048,Henrik Zetterberg,RSAS,2020,NA
Q45319117,Hiranya Peiris,RSAS,2020,NA
Q5792963,John Hassler,RSAS,2020,NA
Q42552693,Kristina Edström,RSAS,2020,NA
Q97653959,Love Dalén,RSAS,2020,NA
Q57304577,Marie Dacke,RSAS,2020,NA
Q23918135,Marika Hedin,RSAS,2020,NA
Q6038770,Mark Pearce,RSAS,2020,NA
Q42632514,Markus Heilig,RSAS,2020,NA
Q11881241,Mart Saarma,RSAS,2020,NA
Q28320536,Martin Högbom,RSAS,2020,NA
Q5926741,Pär Kurlberg,RSAS,2020,NA
Q37393207,Rickard Sandberg,RSAS,2020,NA
Q18618805,Sara Mazur,RSAS,2020,NA
Q1440827,Sun-Yung Alice Chang,RSAS,2020,NA
Q16595275,Susanne Höfner,RSAS,2020,NA
Q21780635,Sven Stafström,RSAS,2020,NA
Q28468912,Taija Mäkinen,RSAS,2020,NA
Q5983129,Bernhard Mehlig,RSAS,2025,NA
Q10539524,Jan Teorell,RSAS,2025,NA
Q30348386,Mattias Jakobsson,RSAS,2025,NA
Q27556,Aad Davidsen Kløve,Storting,1814,1814
Q12379686,Aasmund Saamundsen Nordgaard,Storting,1814,1814
Q4588782,Alexander Christian Møller,Storting,1814,1814
Q15930928,Anders Gotaas,Storting,1814,1814
Q1799112,Anders Lysgaard,Storting,1814,1817
Q11957911,Anders Steen,Storting,1814,1814
Q4567477,Andreas Arntzen,Storting,1814,1814
Q4559000,Arne Arntzen,Storting,1814,1814
Q4795365,Arnoldus von Westen Sylow Koren,Storting,1814,1814
Q11959149,Arnt Møglestue,Storting,1814,1814
Q3369182,August Konow,Storting,1814,1814
Q3374079,Carl Stoltenberg,Storting,1814,1817
Q11001799,Christen Tidemand,Storting,1814,1814
Q3355509,Christian Adolph Diriks,Storting,1814,1814
Q277101,Christian Krohg,Storting,1814,1814
Q4575025,Christian Sørenssen,Storting,1814,1817
Q3352517,Edvard Hagerup,Storting,1814,1814
Q15921080,Eilev Hansen Tothammer,Storting,1814,1814
Q3374106,Elling Olsson Walbøe,Storting,1814,1814
Q11967748,Erik Olsen Nord,Storting,1814,1814
Q11113684,Frederik Christian Otto Hegermann,Storting,1814,1814
Q4578868,Frederik Julius Bech,Storting,1814,1814
Q3353977,Frederik Schmidt,Storting,1814,1814
Q504674,Hans Carl Knudtzon,Storting,1814,1814
Q11974013,Hans Hansen Grundset Bjølset,Storting,1814,1814
Q3370388,Hans Leierdahl Nansen,Storting,1814,1817
Q11974121,Hans Reiersen,Storting,1814,1814
Q11975053,Henrik Georg Tønder,Storting,1814,1814
Q15223058,Herman Peter Vogt Krefting,Storting,1814,1814
Q1367581,Herman Wedel-Jarlsberg,Storting,1814,1814
Q3352327,Hilmar Meincke Krohg,Storting,1814,1814
Q11977750,Iver Andreas Günther Holter,Storting,1814,1814
Q11977829,Jacob Bull,Storting,1814,1814
Q11977839,Jacob Hersleb Sodemann,Storting,1814,1814
Q374707,Jacob Neumann,Storting,1814,1814
Q11977850,Jacob Nielsen,Storting,1814,1814
Q457088,Jens Christian Berg,Storting,1814,1814
Q11978410,Jens Gram,Storting,1814,1814
Q6214987,Johan Christopher Ræder,Storting,1814,1817
Q1779089,Johan Collett,Storting,1814,1814
Q27562,Johan Frederik Sartz,Storting,1814,1814
Q11978727,Johan Garmann,Storting,1814,1814
Q2466430,Jørgen Aall,Storting,1814,1817
Q15921154,Jørgen Jørgensen,Storting,1814,1814
Q12716436,Lars Olsson Godøy,Storting,1814,1814
Q5215778,Lauritz Weidemann,Storting,1814,1817
Q11986782,Lorentz Angell,Storting,1814,1814
Q3428885,Lorentz Lange,Storting,1814,1817
Q15192173,Marcus Henrik Florentz,Storting,1814,1814
Q105952844,Mathias Hagerup Stabell,Storting,1814,1814
Q11991365,Niels Griis Alstrup Dahl,Storting,1814,1814
Q3362031,Niels Schultz,Storting,1814,1820
Q2670536,Niels Treschow,Storting,1814,1814
Q1799081,Nils Hertzberg,Storting,1814,1814
Q11991521,Nils Trulsen Bru,Storting,1814,1817
Q4572976,Ole Hannibal Sommerfeldt,Storting,1814,1814
Q11993626,Ole Jacobsen Mehlum,Storting,1814,1814
Q11993640,Ole Krabbe,Storting,1814,1814
Q3435961,Ole Paulssøn Haagenstad,Storting,1814,1820
Q7085938,Ole Svanøe,Storting,1814,1814
Q11994908,Paul Frederik Michael Heltzen,Storting,1814,1814
Q6582319,Paul Larsen Forsæth,Storting,1814,1814
Q7159096,Peder Jacobsen Bøgvald,Storting,1814,1817
Q7159124,Peder Tonning,Storting,1814,1814
Q1367490,Peter Motzfeldt,Storting,1814,1814
Q3421946,Peter Ulrik Magnus Hount,Storting,1814,1817
Q1792689,Poul Christian Holst,Storting,1814,1814
Q44621,Rasmus Rasmussen Wieland,Storting,1814,1814
Q3430608,Samuel William Manthey,Storting,1814,1814
Q12004318,Svend Busch Brun,Storting,1814,1814
Q3307968,Søren Georg Abel,Storting,1814,1814
Q27551,Søren Tybring,Storting,1814,1814
Q1775868,Teis Lundegaard,Storting,1814,1817
Q3376076,Thomas Bryn,Storting,1814,1817
Q12006176,Thorbjørn Gundersen Sandvig,Storting,1814,1814
Q12006195,Thorkild Aschehoug,Storting,1814,1814
Q12007037,Torger Halvorsen Næss,Storting,1814,1817
Q1851119,Valentin Sibbern,Storting,1814,1826
Q1970860,Wilhelm Frimann Koren Christie,Storting,1814,1820
Q8002178,Wilhelm Hansen,Storting,1814,1814
Q3376082,Anders Rambech,Storting,1815,1820
Q4585142,Andreas Bonnevie,Storting,1815,1817
Q968659,Carsten Tank,Storting,1815,1817
Q17481172,Christen Andersen Neersten,Storting,1815,1817
Q1078390,Christen Elster,Storting,1815,1817
Q1080992,Christian Magnus Falsen,Storting,1815,1823
Q6594874,Christoffer Anker Bergh,Storting,1815,1817
Q11963782,Christopher Benedict Bøgh,Storting,1815,1820
Q17484797,David Sommerfelt Weidemann,Storting,1815,1817
Q12714470,Elias Frederik Hetting,Storting,1815,1817
Q16760869,Elias Heltberg Lund,Storting,1815,1817
Q13564152,Elias Winther Jørgensen,Storting,1815,1817
Q3430873,Engebret Olsen Moe,Storting,1815,1817
Q12714530,Erik Otto Knoph,Storting,1815,1817
Q11970076,Frederik Glad,Storting,1815,1817
Q17417684,Frederik Hansen Rested,Storting,1815,1817
Q15941077,Fredrik Meyer,Storting,1815,1817
Q3433814,Gabriel Schanche Kielland,Storting,1815,1817
Q5617299,Gudbrand Eriksen Tandberg,Storting,1815,1817
Q4190004,Halvor Halvorsen Ophuus,Storting,1815,1817
Q11973800,Halvor Hoel,Storting,1815,1817
Q12715279,Hans Arnesen Urdahl,Storting,1815,1817
Q181643,Hans Barlien,Storting,1815,1817
Q12715292,Hans Hansen Grimelund,Storting,1815,1817
Q5650255,Hans Jørgen Reutz Synnestvedt,Storting,1815,1817
Q17484790,Hans Jørgen Wetlesen,Storting,1815,1817
Q11974089,Hans Olsen Westreim,Storting,1815,1817
Q13561207,Henrik Gerner,Storting,1815,1820
Q13384450,Henrik Rogert,Storting,1815,1817
Q511046,Jacob Aall,Storting,1815,1817
Q12715765,Jacob Christensen Bjørnerød,Storting,1815,1817
Q13377717,Jacob Pedersen Birkedal,Storting,1815,1820
Q17410321,Jens Christian Samsing,Storting,1815,1817
Q11978426,Jens Johan Vangensten,Storting,1815,1817
Q3937059,Johan Andreas Budtz,Storting,1815,1817
Q16760936,Johan Christian Wildhagen,Storting,1815,1817
Q17428437,Johan Ditlev Borthig,Storting,1815,1817
Q4585404,Johan Ernst Berg,Storting,1815,1817
Q15207961,Johannes Berg Thrane,Storting,1815,1817
Q13389817,Johannes Henriksen Aas,Storting,1815,1817
Q11978871,Johannes Mikkelsen Borge,Storting,1815,1817
Q11979160,Jon Larsen,Storting,1815,1817
Q17484812,Jonas Knudsen Moe,Storting,1815,1817
Q17484809,Joris Christian Nordbye,Storting,1815,1817
Q17411801,Kiddel Torkildsen Aarstad,Storting,1815,1817
Q13384734,Knud Christian Bjørnskow,Storting,1815,1817
Q10780679,Kristoffer Olsen Uhlen,Storting,1815,1817
Q3725277,Lars Jacobsen Thingnæsset,Storting,1815,1820
Q11983461,Laurentius Borchsenius,Storting,1815,1820
Q4586868,Mathias Bonsach Krogh,Storting,1815,1817
Q3359352,Niels Aall,Storting,1815,1817
Q17484804,Niels Gabrielsen Omsted,Storting,1815,1817
Q13389803,Niels Norman,Storting,1815,1817
Q16323031,Niels Schiøtt,Storting,1815,1817
Q17418277,Nils Brinck Bendz,Storting,1815,1817
Q16760750,Nils Christian Nilsen,Storting,1815,1820
Q12717435,Ole Bjørnsen,Storting,1815,1817
Q15945214,Ole Schare,Storting,1815,1817
Q17417699,Ole Torjussen Refsnes,Storting,1815,1817
Q13469789,Orm Hansson Øverland,Storting,1815,1817
Q4583816,Peder Juel von Cappelen,Storting,1815,1817
Q1785260,Peder Olivarius Bugge,Storting,1815,1817
Q7159120,Peder Tollefsen Ilsaas,Storting,1815,1817
Q12004319,Svend Aschenberg,Storting,1815,1817
Q6377516,Søren Rasmussen,Storting,1815,1817
Q15934959,Tollef Strand,Storting,1815,1817
Q13389834,Wilhelm Henrik Klerck,Storting,1815,1817
Q5918837,Wollert Konow,Storting,1815,1817
Q12011915,Østen Olsen Ovren,Storting,1815,1817
Q47054719,A.F. Jæger,Storting,1818,1820
Q15945080,Abraham Normann,Storting,1818,1820
Q16760849,Alexander Holst,Storting,1818,1820
Q4567477,Andreas Arntzen,Storting,1818,1823
Q4795365,Arnoldus von Westen Sylow Koren,Storting,1818,1820
Q4821253,Augustinius Neldal Lossius,Storting,1818,1820
Q11960580,Bent Blehr,Storting,1818,1820
Q1814210,Carl Adolph Dahl,Storting,1818,1820
Q1808753,Carl Valentin Falsen,Storting,1818,1823
Q105952295,Christian Syvertsen Hilstad,Storting,1818,1820
Q12714056,Christopher Hanssen Sødring,Storting,1818,1820
Q12714094,Cæsar Læsar Boeck,Storting,1818,1820
Q105952606,Edvard Greysel Herlofsen,Storting,1818,1820
Q105952362,Erik Otto Knoph,Storting,1818,1820
Q105952459,Frederich Johannes Grønvold,Storting,1818,1820
Q5499287,Frederik Heidmann,Storting,1818,1823
Q3445447,Fredrik Wilhelm Wedel-Jarlsberg,Storting,1818,1820
Q12714976,Gabriel Jonassen,Storting,1818,1820
Q204517,Georg Sverdrup,Storting,1818,1820
Q5619206,Gunner Berg,Storting,1818,1820
Q5650186,Hans Jacob Arnold Jensen,Storting,1818,1820
Q23905781,Harrier Heiberg Mejer,Storting,1818,1820
Q105952570,Henrich Jørgen Resch,Storting,1818,1820
Q3377926,Ingelbrecht Knudssøn,Storting,1818,1826
Q11977526,Isaach Isaachsen,Storting,1818,1820
Q6118753,Jacob Hoel,Storting,1818,1823
Q3374110,Jens Erichstrup,Storting,1818,1826
Q6179713,Jens Jensen Gram,Storting,1818,1823
Q1779089,Johan Collett,Storting,1818,1820
Q6215039,Johan Ernst Mejdell,Storting,1818,1820
Q58893298,Johan Mølmann Lysholm,Storting,1818,1823
Q22340302,Johan von Aphelm Jarmann,Storting,1818,1820
Q12715865,Johannes Eriksen Malmin,Storting,1818,1820
Q12715871,Johannes Pedersen Aga,Storting,1818,1820
Q26486215,Knud Carl Krogh,Storting,1818,1820
Q6680516,Lorentz Johannsen,Storting,1818,1823
Q1894190,Marcus Gjøe Rosenkrantz,Storting,1818,1820
Q12716888,Michael Andersen Saxlund,Storting,1818,1820
Q12716873,Michael Djurhus Prahl,Storting,1818,1820
Q12716868,Michael Nissen Luytkis,Storting,1818,1820
Q18524234,Michael Smith,Storting,1818,1820
Q23905792,Nicolai Olsen Normann,Storting,1818,1823
Q3374170,Nicolai Scheitlie,Storting,1818,1820
Q105943404,Nils Otto Bull,Storting,1818,1820
Q12329996,Olav Olavsen,Storting,1818,1820
Q1776648,Ole Elias Holck,Storting,1818,1820
Q16760767,Ole Halvorsen Ribe,Storting,1818,1820
Q11868249,Ole Hansen Cudrio,Storting,1818,1820
Q16760830,Ole Iver Evjenth,Storting,1818,1823
Q16760751,Ole Jacobsen Nordbye,Storting,1818,1820
Q16760710,Ole Juell,Storting,1818,1820
Q16760801,Ole Olsen Teslien,Storting,1818,1820
Q12717474,Ole Thorsen Røed,Storting,1818,1820
Q13384560,Paul Olsen Thrane,Storting,1818,1820
Q7159099,Peder Klykken,Storting,1818,1820
Q11995017,Peder Ludvig Munthe Bull,Storting,1818,1823
Q12717655,Peder Martin Ottesen,Storting,1818,1820
Q12717706,Peter Thams Buschmann,Storting,1818,1820
Q7192209,Pierre Poumeau Flor,Storting,1818,1823
Q12717767,Poul Fredrik Vilhelm Schnitler,Storting,1818,1820
Q7412638,Samuel Simonsen Fedde,Storting,1818,1820
Q16760743,Svend Ingebretsen Mossige,Storting,1818,1820
Q3307968,Søren Georg Abel,Storting,1818,1820
Q3376071,Talleiv Huvestad,Storting,1818,1820
Q16313415,Thor Rogstad,Storting,1818,1820
Q8023706,Wincents Sebbelow,Storting,1818,1823
Q105951809,Abraham Dreyer Mosling,Storting,1821,1823
Q11956818,Absalon Olsen Wereide,Storting,1821,1823
Q12713406,Anders Aasved,Storting,1821,1823
Q14542327,Anders Halvorsen Haneborg,Storting,1821,1823
Q4755511,Andreas Landmark,Storting,1821,1823
Q4755536,Andreas Martin Seip,Storting,1821,1823
Q43216677,Arne Lekve,Storting,1821,1823
Q968659,Carsten Tank,Storting,1821,1823
Q15942969,Christen Grønnerup,Storting,1821,1823
Q277101,Christian Krohg,Storting,1821,1829
Q3375766,Christian Ulrik Kastrup,Storting,1821,1826
Q31281365,Elling Mathias Holst,Storting,1821,1823
Q12714524,Erik Ellingsen Lundesgaarden,Storting,1821,1823
Q105951954,Even Bernhardt Stenersen,Storting,1821,1823
Q12714581,Even Tollefsen Nubberud,Storting,1821,1823
Q601683,Fredrik Meltzer,Storting,1821,1829
Q1797212,Georg Jacob Bull,Storting,1821,1826
Q105944883,Hans Frederik Grüner,Storting,1821,1826
Q105951593,Hans Hovbrænder,Storting,1821,1823
Q12715293,Hans Jacob Gasmann,Storting,1821,1823
Q16760720,Hans Kofoed,Storting,1821,1823
Q3370388,Hans Leierdahl Nansen,Storting,1821,1823
Q11975053,Henrik Georg Tønder,Storting,1821,1823
Q511046,Jacob Aall,Storting,1821,1823
Q16760899,Jacob Frederik Oxholm,Storting,1821,1832
Q16760652,Jakob Pedersen Bolstad,Storting,1821,1826
Q12715780,Jan Rasmussen Sande,Storting,1821,1823
Q16760749,Jan Roland Nilsen,Storting,1821,1823
Q3433526,Jens Aars,Storting,1821,1823
Q11978417,Jens Hansen Blom,Storting,1821,1823
Q16760730,Jens Jensson Lodgård,Storting,1821,1823
Q16741717,Joachim Paycken,Storting,1821,1823
Q4585404,Johan Ernst Berg,Storting,1821,1823
Q11978761,Johan Ludwig Mowinckel,Storting,1821,1823
Q12715863,Johannes Johannesson Spjeldnes,Storting,1821,1823
Q14622338,Jørgen Young,Storting,1821,1823
Q6758388,Marcus Pløen,Storting,1821,1823
Q6897329,Momme Peterson,Storting,1821,1823
Q7037217,Nils Astrup,Storting,1821,1823
Q17418277,Nils Brinck Bendz,Storting,1821,1823
Q3376043,Nils L. Landmark,Storting,1821,1823
Q11991521,Nils Trulsen Bru,Storting,1821,1823
Q12717432,Ole Christophersen Blom,Storting,1821,1826
Q16760675,Ole Karl Frøysøye,Storting,1821,1823
Q6388408,Ole Lånke,Storting,1821,1823
Q12717462,Ole Olsen Aaset,Storting,1821,1823
Q12717468,Ole Olsen Qvam,Storting,1821,1826
Q12717467,Ole Olsen Øveland,Storting,1821,1829
Q7085938,Ole Svanøe,Storting,1821,1829
Q13469789,Orm Hansson Øverland,Storting,1821,1823
Q4579090,Peder Valentin Rosenkilde,Storting,1821,1823
Q16760711,Peder Willumsen Juell,Storting,1821,1823
Q105952120,Peter Didrik Stilling Steen Herlofsen,Storting,1821,1823
Q7173832,Peter Elieson,Storting,1821,1823
Q4566426,Peter Vogelius Deinboll,Storting,1821,1826
Q12718868,Søren Bøckmann,Storting,1821,1823
Q1775868,Teis Lundegaard,Storting,1821,1823
Q12006195,Thorkild Aschehoug,Storting,1821,1823
Q105952229,Toruf Foss,Storting,1821,1823
Q12011915,Østen Olsen Ovren,Storting,1821,1823
Q105951310,Østen Paulsen Skaaden,Storting,1821,1823
Q3376082,Anders Rambech,Storting,1824,1832
Q12713515,Arnoldus Schytte,Storting,1824,1832
Q3369182,August Konow,Storting,1824,1826
Q59155090,Bothel Nielsen,Storting,1824,1826
Q105945186,Carl Deichmann Møller,Storting,1824,1826
Q3374079,Carl Stoltenberg,Storting,1824,1826
Q3374175,Christen Mølbach,Storting,1824,1826
Q16760887,Christen Styhr Nannestad,Storting,1824,1826
Q15931116,Christian Eger,Storting,1824,1826
Q3362637,Christian Horneman,Storting,1824,1832
Q11005784,Christopher Christian Weidemann,Storting,1824,1826
Q12714094,Cæsar Læsar Boeck,Storting,1824,1826
Q12714235,Didrik Sigbjørnsen,Storting,1824,1826
Q3376104,Edvard Eilert Christie,Storting,1824,1826
Q3352517,Edvard Hagerup,Storting,1824,1829
Q11297704,Erik Andreas Thomle,Storting,1824,1832
Q204517,Georg Sverdrup,Storting,1824,1826
Q3378072,Gregers Winther Wulfsberg,Storting,1824,1829
