qid,name,body,startyear,endyear
Q4566879,Carl Johan Michelet,Storting,1886,1891
Q11963167,Carl Martin Ellingsen,Storting,1886,1891
Q1080364,Christian Homann Schweigaard,Storting,1886,1897
Q12714398,Eivind Torp,Storting,1886,1891
Q16760804,Halfdan Torp,Storting,1886,1888
Q1799965,Henrik Laurentius Helliesen,Storting,1886,1888
Q6098373,Ivar Fløistad,Storting,1886,1888
Q11977900,Jakob J. Myklebust,Storting,1886,1891
Q16760737,Jakob Løvø,Storting,1886,1888
Q12715798,Jens Hagen,Storting,1886,1888
Q1800032,Jens Holmboe,Storting,1886,1891
Q4585669,Johan Christian Tandberg Castberg,Storting,1886,1888
Q12715847,Johan M. Staff,Storting,1886,1888
Q12715875,John Hegg,Storting,1886,1888
Q457149,Jørgen Løvland,Storting,1886,1888
Q16760659,Karender O. Dieseth,Storting,1886,1888
Q3376171,Karl Akre,Storting,1886,1888
Q3353598,Karl Ditlev Rygh,Storting,1886,1894
Q11980269,Karl Julius Arnesen,Storting,1886,1891
Q16760744,Kristian Moursund,Storting,1886,1894
Q11983250,Lars Berentsen,Storting,1886,1888
Q11983345,Lars Soelberg,Storting,1886,1894
Q12716578,Lorentz Holmgren,Storting,1886,1888
Q3355854,Ludvig Daae,Storting,1886,1888
Q12716784,Mathias Dugstad,Storting,1886,1897
Q170083,Nils Anker,Storting,1886,1894
Q3354569,Nils Christian Egede Hertzberg,Storting,1886,1891
Q16760782,Nils Nilsson Skaar,Storting,1886,1894
Q1800081,Ole Furu,Storting,1886,1888
Q15210091,Ole I. Langeland,Storting,1886,1912
Q12717477,Ole Sundby,Storting,1886,1888
Q14920442,Oluf Kind,Storting,1886,1888
Q12717581,Otto Holm,Storting,1886,1900
Q16760668,Paul Fjermstad,Storting,1886,1888
Q16760684,Peder Svendsen Goverud,Storting,1886,1888
Q4567899,Peter Theodor Holst,Storting,1886,1891
Q4566965,Thomas von Westen Engelhart,Storting,1886,1897
Q4588221,Viggo Ullmann,Storting,1886,1900
Q3367797,Walter Scott Dahl,Storting,1886,1888
Q1769833,Wollert Konow,Storting,1886,1891
Q10742286,Abraham Vilhelm Heffermehl,Storting,1889,1894
Q14542290,Albert Bøhn,Storting,1889,1909
Q12713417,Andreas Berger,Storting,1889,1897
Q4755513,Andreas Lavik,Storting,1889,1891
Q11958417,Anton Jenssen,Storting,1889,1891
Q3377928,Axel Winge,Storting,1889,1891
Q1770431,Carl Otto Løvenskiold,Storting,1889,1897
Q12714045,Christian Hirsch,Storting,1889,1891
Q5109786,Christian Johansen Ihlen,Storting,1889,1891
Q3376058,Christian Wilhelm Wisbech,Storting,1889,1891
Q12714494,Emil Simonsen,Storting,1889,1897
Q1927291,Georg Reinholdt Wankel,Storting,1889,1891
Q5566007,Gjert Holsen,Storting,1889,1900
Q4572074,Haakon Tveter,Storting,1889,1891
Q13501081,Hans Bjering,Storting,1889,1891
Q16760704,Hans Hurum,Storting,1889,1891
Q16760789,Hans Iversen Storeng,Storting,1889,1894
Q3353361,Hans Jacob Horst,Storting,1889,1903
Q5650208,Hans Jensen Haga,Storting,1889,1903
Q1810975,Hans Konrad Foosnæs,Storting,1889,1900
Q1809560,Hans Rasmus Astrup,Storting,1889,1891
Q12715414,Henrik Dahl,Storting,1889,1891
Q4579951,Herman Johan Foss Reimers,Storting,1889,1891
Q13501471,Ingebrigt Flønæs,Storting,1889,1891
Q16760760,Ingebrigt Præsthus,Storting,1889,1891
Q16760708,Isach Isachsen,Storting,1889,1891
Q13707171,Ivar Anton Ivarsen Mehus,Storting,1889,1894
Q3428891,Johan Ameln,Storting,1889,1891
Q12715835,Johan Cordt Krohn,Storting,1889,1894
Q3377643,Johannes Aarflot,Storting,1889,1891
Q12715858,Johannes Helleland,Storting,1889,1891
Q12715929,Just Bing Ebbesen,Storting,1889,1891
Q12715943,Jørgen Selmer,Storting,1889,1891
Q12716032,Karl Enger,Storting,1889,1891
Q4589078,Karl Hals,Storting,1889,1891
Q1806306,Lars Oftedal,Storting,1889,1894
Q12716693,Magnus Gothilf Oppen,Storting,1889,1891
Q6774867,Martin Adolf Andersen,Storting,1889,1891
Q12717161,Neri Guldbrandsen Kolkinn,Storting,1889,1891
Q12717214,Nils Eyde,Storting,1889,1891
Q16760739,Nils J. Melhus,Storting,1889,1891
Q7037386,Nils Pedersen Igland,Storting,1889,1897
Q16760761,Nils Pukstad,Storting,1889,1890
Q12717286,Norman Eng,Storting,1889,1894
Q12717434,Ole Andreas Steen,Storting,1889,1891
Q7085800,Ole Arntzen Lützow-Holm,Storting,1889,1894
Q12717440,Ole Danielsen,Storting,1889,1891
Q16760786,Ole E. Stav,Storting,1889,1891
Q12717449,Ole Grændsen,Storting,1889,1897
Q12717469,Ole Iversen Teige,Storting,1889,1894
Q4574842,Ole Knutsen Ødegaard,Storting,1889,1897
Q4588506,Ole Larsen Skattebøl,Storting,1889,1891
Q15902006,Ole Veseth,Storting,1889,1891
Q3376028,Paul Aklestad,Storting,1889,1909
Q7153788,Paul Koht,Storting,1889,1894
Q13501330,Peder Eiesland,Storting,1889,1891
Q3422739,Peder Ferdinand Reinhardt,Storting,1889,1891
Q3443108,Peder Nilsen,Storting,1889,1891
Q12717989,Richard Furuholmen,Storting,1889,1891
Q1777383,Sofus Arctander,Storting,1889,1891
Q7781608,Theodor Nilsen Stousland,Storting,1889,1900
Q12006229,Thorvald Christian Christensen,Storting,1889,1891
Q329789,Abraham Berge,Storting,1892,1894
Q14542325,Anders Bergan,Storting,1892,1909
Q11957979,Andreas Hval,Storting,1892,1894
Q12713430,Anfinn L. Refsdal,Storting,1892,1900
Q12713518,Arnt J. Einum,Storting,1892,1897
Q11959160,Arnulf Schøyen,Storting,1892,1894
Q1800036,Baard Madsen Haugland,Storting,1892,1897
Q12714036,Christen Nielsen,Storting,1892,1894
Q319645,Christian Michelsen,Storting,1892,1894
Q105763562,Christoffer Kristensen Jellum,Storting,1892,1894
Q11963887,Claus Bomhoff Evensen,Storting,1892,1894
Q44198015,Eilert Schanche,Storting,1892,1903
Q12714475,Elling Wold,Storting,1892,1903
Q1379615,Evald Rygh,Storting,1892,1894
Q5443888,Ferdinand Nicolai Roll,Storting,1892,1894
Q12714624,Ferdinand Prahl,Storting,1892,1900
Q61078858,Frederik Baltazar Fraas,Storting,1892,1900
Q5550728,Gerhard Meidell Gerhardsen,Storting,1892,1897
Q560949,Gunnar Knudsen,Storting,1892,1897
Q4291359,Gustav Heiberg,Storting,1892,1894
Q12715247,Hallvor A. Berg,Storting,1892,1894
Q12715301,Hans Odberg,Storting,1892,1894
Q12715307,Hans Theodor Hansen Bøen,Storting,1892,1894
Q12715417,Henrik Reinert,Storting,1892,1894
Q13500447,Hermann Hansen Aarsrud,Storting,1892,1900
Q23644363,Iver J. Svendsbøe,Storting,1892,1897
Q16760759,Jacob Christian Prebensen,Storting,1892,1894
Q3353677,Jacob Stang,Storting,1892,1894
Q11977917,Jakob Hoff,Storting,1892,1906
Q3352354,Jakob Sverdrup,Storting,1892,1897
Q12715921,Johan Julius Olsen,Storting,1892,1897
Q6215202,Johan Leonard Hagen,Storting,1892,1894
Q1350895,Johan Sverdrup,Storting,1892,1894
Q16743969,Johan Thoresen,Storting,1892,1906
Q13553648,Johannes Andreas Henschien,Storting,1892,1897
Q6216606,Johannes Christian Piene,Storting,1892,1894
Q12470074,Johannes Einar Christensen Lien,Storting,1892,1894
Q11978879,Johannes Okkenhaug,Storting,1892,1894
Q4566367,John Theodor Lund,Storting,1892,1900
Q3433157,John Utheim,Storting,1892,1894
Q100532192,Joseph Frantz Oscar Johnsen,Storting,1892,1894
Q3432060,Jørgen Christian Knudsen,Storting,1892,1900
Q457149,Jørgen Løvland,Storting,1892,1900
Q12716034,Karl August Nærum,Storting,1892,1894
Q12716449,Laurentz Johansen,Storting,1892,1894
Q11988379,Marius Friman Bøckman,Storting,1892,1894
Q1774749,Marius Hægstad,Storting,1892,1894
Q16760725,Martin Larsen,Storting,1892,1894
Q26000672,Nikolai Lima,Storting,1892,1897
Q3437406,Nikolai Prebensen,Storting,1892,1894
Q12717205,Nils Arctander,Storting,1892,1894
Q1779346,Olaus Arvesen,Storting,1892,1894
Q16760718,Olaus Klaveness,Storting,1892,1894
Q12717448,Ole Fossum,Storting,1892,1894
Q16760799,Peder Anderssen Sønju,Storting,1892,1894
Q16760806,Peder J. Utheim,Storting,1892,1897
Q3352120,Peter Birch-Reichenwald,Storting,1892,1894
Q12717911,Real Tukken,Storting,1892,1894
Q2567555,Sven Aarrestad,Storting,1892,1894
Q17305226,Thomas Fasting,Storting,1892,1894
Q10715104,Thomas Georg Münster,Storting,1892,1897
Q7796186,Thore Torkildsen Foss,Storting,1892,1915
Q3443093,Ulrik Frederik Christian Arneberg,Storting,1892,1894
Q16760654,Wilhelm Børresen,Storting,1892,1900
Q105763635,Wilhelm Olsen,Storting,1892,1894
Q4567041,Ambortius Lindvig,Storting,1895,1900
Q11957952,Andreas Andresen,Storting,1895,1900
Q14542348,Andreas P. Moe,Storting,1895,1903
Q1575925,Annæus Johannes Schjødt,Storting,1895,1900
Q4771910,Anthon B. Nilsen,Storting,1895,1897
Q105747289,Anton Andreassen Oroug,Storting,1895,1897
Q12713472,Anton Røstøen,Storting,1895,1900
Q23933629,August Hansen,Storting,1895,1897
Q4830332,Axel Otto Hagemann,Storting,1895,1897
Q1037067,Carl Berner,Storting,1895,1909
Q4566879,Carl Johan Michelet,Storting,1895,1903
Q11963167,Carl Martin Ellingsen,Storting,1895,1897
Q5109282,Christian Andreas Irgens,Storting,1895,1897
Q105747332,Christian Kittilsen Næs,Storting,1895,1897
Q4566550,Christopher Knudsen,Storting,1895,1903
Q105747356,Conrad Emil Andersen,Storting,1895,1897
Q3438285,Edvard Liljedahl,Storting,1895,1909
Q1800065,Elias Sunde,Storting,1895,1900
Q11970079,Fredrik Havig,Storting,1895,1900
Q11971830,Georg Johan Knap,Storting,1895,1897
Q105747753,Gottfried Gustav Klem,Storting,1895,1897
Q3432027,Gunder Anton Jahren,Storting,1895,1900
Q12715262,Halvor Jacobsen,Storting,1895,1909
Q12715280,Hans Andersen,Storting,1895,1897
Q105747379,Hans Eriksen Bjønness,Storting,1895,1897
Q11974011,Hans Hagerup-Lyngvær,Storting,1895,1897
Q1808806,Hans Hein Theodor Nysom,Storting,1895,1900
Q12715294,Hans Jacob Olsen Aschjem,Storting,1895,1897
Q12715297,Hans M. Mikelborg,Storting,1895,1897
Q16760738,Hans Meisingset,Storting,1895,1903
Q4560151,Hans Nilsen Hauge,Storting,1895,1900
Q1809560,Hans Rasmus Astrup,Storting,1895,1900
Q16760708,Isach Isachsen,Storting,1895,1897
Q1677564,Jacob Lindboe,Storting,1895,1900
Q3443595,Johan Thorne,Storting,1895,1897
Q613071,Johannes Steen,Storting,1895,1900
Q105723598,Jon Anton Andersen Engen,Storting,1895,1897
Q3352322,Jørgen Brunchorst,Storting,1895,1897
Q12715943,Jørgen Selmer,Storting,1895,1897
Q3436189,Karl Gether Bomhoff,Storting,1895,1897
Q11980269,Karl Julius Arnesen,Storting,1895,1897
Q44509053,Knut A. Taraldset,Storting,1895,1900
Q11983307,Lars M. Bentsen,Storting,1895,1897
Q49188047,Martin Gunnerud,Storting,1895,1897
Q105747573,Olaus Sigvard Caspersen,Storting,1895,1897
Q3356502,Ole Anton Qvam,Storting,1895,1900
Q105732012,Ole Kristian Haagensen,Storting,1895,1900
Q4588506,Ole Larsen Skattebøl,Storting,1895,1897
Q12717465,Ole Osmundsen Berge,Storting,1895,1897
Q7088811,Oluf Iversen,Storting,1895,1906
Q11994165,Oscar Mørch,Storting,1895,1897
Q560571,Otto Blehr,Storting,1895,1900
Q105747823,Paul Christian Pedersen,Storting,1895,1897
Q13501330,Peder Eiesland,Storting,1895,1900
Q4567899,Peter Theodor Holst,Storting,1895,1900
Q487807,Salve Hodne,Storting,1895,1903
Q7532469,Sivert Hanssen-Sunde,Storting,1895,1897
Q7796184,Thore Myrvang,Storting,1895,1909
Q4560672,Vilhelm Andreas Wexelsen,Storting,1895,1900
Q1769833,Wollert Konow,Storting,1895,1924
Q329789,Abraham Berge,Storting,1898,1912
Q12713232,Adolf Strengehagen,Storting,1898,1912
Q105732841,Anders Larsen,Storting,1898,1900
Q12713423,Andreas Johan Hansen,Storting,1898,1903
Q16760687,Andreas Kristian Andersen Grimsø,Storting,1898,1921
Q14542346,Andreas Nilsen Fjeld,Storting,1898,1900
Q3369817,Andres Lavik,Storting,1898,1900
Q11959868,Axel Smith,Storting,1898,1900
Q14552328,Bertel Bertelsen,Storting,1898,1900
Q3428729,Carl Stousland,Storting,1898,1909
Q5109622,Christian Fredrik Sissenèr,Storting,1898,1900
Q5218983,Daniel A. Vigeland,Storting,1898,1903
Q12714349,Edvard O. Landheim,Storting,1898,1903
Q1336909,"Emil Stang, Sr.",Storting,1898,1900
Q3366029,Erik Enge,Storting,1898,1906
Q12714529,Erik O. Tokle,Storting,1898,1906
Q12715251,Hallvard Kloster,Storting,1898,1900
Q12715247,Hallvor A. Berg,Storting,1898,1900
Q19967459,Hans Hansen,Storting,1898,1918
Q105732591,Hans Jørgen Petter Birch,Storting,1898,1900
Q5650385,Hans Larsen Saakvitne,Storting,1898,1900
Q488306,Hans Sivert Jacobsen,Storting,1898,1900
Q12715308,Hans T. Gunheim,Storting,1898,1900
Q6098373,Ivar Fløistad,Storting,1898,1900
Q12715836,Johan H. Evju,Storting,1898,1900
Q105733113,Johan Julius August Johnsen,Storting,1898,1900
Q26160018,Johannes Finstad,Storting,1898,1900
Q26000851,Johannes M. Furre,Storting,1898,1900
Q18524232,Just Broch,Storting,1898,1903
Q12715948,Jørgen Johnsen,Storting,1898,1900
Q12716034,Karl August Nærum,Storting,1898,1900
Q1810423,Lars Abrahamsen,Storting,1898,1903
Q3438219,Lars Knutson Liestøl,Storting,1898,1903
Q12716453,Lauritz Hervig,Storting,1898,1900
Q17195615,Ludvig Strømme,Storting,1898,1900
Q4567561,Magnus Halvorsen,Storting,1898,1900
Q1774749,Marius Hægstad,Storting,1898,1900
Q105723730,Nils Christian Larsen,Storting,1898,1906
Q15996165,Nils Gregoriussen Skilbred,Storting,1898,1906
Q105732380,Nils Severin Olsen,Storting,1898,1900
Q7085800,Ole Arntzen Lützow-Holm,Storting,1898,1903
Q105723492,Ole Herman Jacobsen,Storting,1898,1900
Q16760775,Ole J. Schjerven,Storting,1898,1900
Q16760741,Ole Moen,Storting,1898,1900
Q857006,Oluf Hansen Hagen,Storting,1898,1900
Q16760668,Paul Fjermstad,Storting,1898,1909
Q12717693,Peter Andreas Larssen,Storting,1898,1903
Q7173333,Peter Collett Solberg,Storting,1898,1906
Q7606625,Steffen Olai Steffensen,Storting,1898,1900
Q487758,Sveinung Jensson Vævestad,Storting,1898,1900
Q12718804,Svend B. Eriksen,Storting,1898,1903
Q3020360,Søren Årstad,Storting,1898,1900
Q19392402,Thore Olsen Wølstad,Storting,1898,1903
Q16760705,Torstein O. Hus,Storting,1898,1900
Q470964,Wollert Konow,Storting,1898,1900
Q1814088,Aasulv Bryggesaa,Storting,1900,1915
Q2662522,Adam Egede-Nissen,Storting,1900,1912
Q3440952,Albert Hansen,Storting,1900,1906
Q12713330,Alf Petter Tjøme,Storting,1900,1903
Q11957974,Andreas Galtvik,Storting,1900,1906
Q4755488,Andreas Karset,Storting,1900,1903
Q11142969,Anton Mikal Bjørnaali,Storting,1900,1909
Q23933629,August Hansen,Storting,1900,1903
Q3440960,August Spørck,Storting,1900,1903
Q3375742,Bernhard Tandberg,Storting,1900,1903
Q12714000,Carl Bundi,Storting,1900,1903
Q10982111,Carl Geelmuyden,Storting,1900,1903
Q105723551,Carl Herman Aas,Storting,1900,1906
Q3438534,Christian P. Mathiesen,Storting,1900,1903
Q12714050,Christian Ødegaard,Storting,1900,1903
Q3432012,Cornelius Bernhard Hanssen,Storting,1900,1915
Q12714137,David Bakke,Storting,1900,1903
Q1441544,Francis Hagerup,Storting,1900,1906
Q16760773,Georg Robert Schirmer,Storting,1900,1903
Q560949,Gunnar Knudsen,Storting,1900,1903
Q12715203,Gunnar Magnus Kjølstad Graarud,Storting,1900,1906
Q12715208,Gustav Baumann,Storting,1900,1903
Q12715212,Gustav Martinsen,Storting,1900,1906
Q11974051,Hans Jørginus Hansen,Storting,1900,1903
Q12715307,Hans Theodor Hansen Bøen,Storting,1900,1903
Q105724768,Herman Julius Hermansen,Storting,1900,1903
Q43372934,Ingvald Aarstad,Storting,1900,1906
Q6098347,Ivar B. Sælen,Storting,1900,1906
Q23644363,Iver J. Svendsbøe,Storting,1900,1915
Q105724744,Jakob Bull-Tornøe,Storting,1900,1903
Q16760647,Jakob J. Anderssen,Storting,1900,1903
Q727847,Jens Bratlie,Storting,1900,1912
Q3431770,Jens Carl Peter Brandt,Storting,1900,1906
Q1769652,Johan Castberg,Storting,1900,1909
Q3436991,Johan Henrik Kintzell Frøstrup,Storting,1900,1903
Q12715843,Johan Kirksæter,Storting,1900,1903
Q6215296,Johan Peter Jacobson,Storting,1900,1903
Q3376063,Johannes Christiansen,Storting,1900,1903
Q3430916,Johannes Hougen,Storting,1900,1909
Q105723598,Jon Anton Andersen Engen,Storting,1900,1906
Q6321451,Jørgen Blydt,Storting,1900,1903
Q3437473,Kai Møller,Storting,1900,1903
Q6371568,Karl Anton Sanderød,Storting,1900,1903
Q26000882,Lars Jelsa,Storting,1900,1906
Q16760679,Lars S. Garberg,Storting,1900,1903
Q4882427,Lasse Trædal,Storting,1900,1903
Q12716693,Magnus Gothilf Oppen,Storting,1900,1906
Q707165,Monthei Eriksen Haug,Storting,1900,1909
Q12717215,Nils J. Hestnes,Storting,1900,1915
Q7077515,Oddmund Vik,Storting,1900,1903
Q11993313,Ola Five,Storting,1900,1903
Q16760676,Ole Glambeksson Fuglestvedt,Storting,1900,1903
Q11993680,Ole Olsen Braa,Storting,1900,1903
Q105724755,Oluf Arvesen,Storting,1900,1903
Q12717494,Oluf Johanssen,Storting,1900,1903
Q7113296,Ove Christian Charlot Klykken,Storting,1900,1903
Q105723897,Paul Backer,Storting,1900,1906
Q16066561,Peder Hansen,Storting,1900,1903
Q16760779,Peder Sjursen,Storting,1900,1903
Q12717659,Peder Svendsen,Storting,1900,1903
Q7295124,Rasmus Sindre,Storting,1900,1903
Q12718271,Sigmund Aarnes,Storting,1900,1903
Q16760815,Sivert Aasen,Storting,1900,1903
Q12718324,Sjur Torleifsson Næss,Storting,1900,1903
Q1777383,Sofus Arctander,Storting,1900,1906
Q12004325,Svend Matthiesen,Storting,1900,1903
Q12005123,Tallak Lindstøl,Storting,1900,1903
Q15794845,Torgrim M. Kleppen,Storting,1900,1906
Q105724718,Wilhelm Nicolai Pedersen,Storting,1900,1903
Q4662738,Aasmund Frisak,Storting,1903,1906
Q105598436,Adolf Theodor Pedersen,Storting,1903,1909
Q1782904,Alfred Eriksen,Storting,1903,1912
Q4755377,Andreas Berg,Storting,1903,1906
Q14542343,Andreas Hansson,Storting,1903,1909
Q11959004,Arne Arnesen,Storting,1903,1906
Q4570567,Axel Thallaug,Storting,1903,1918
Q3440973,Bernhard Brænne,Storting,1903,1906
Q1787910,Bernt Holtsmark,Storting,1903,1909
Q4926,Birger Kildal,Storting,1903,1906
Q5109906,Christian Meidell Kahrs,Storting,1903,1906
Q319645,Christian Michelsen,Storting,1903,1906
Q54797145,Christian Olsen Thon,Storting,1903,1906
Q11977893,Christoffer Inderberg,Storting,1903,1906
Q11965638,Diderich Anton Brynildsen,Storting,1903,1906
Q12714346,Edvard Cornelius Opdahl,Storting,1903,1906
Q1782823,Edvard Hagerup Bull,Storting,1903,1906
Q21180254,Eivind Hognestad,Storting,1903,1909
Q105723801,Erik Kristensen Austbø,Storting,1903,1906
Q61078860,Frederik Fraas,Storting,1903,1906
Q11970079,Fredrik Havig,Storting,1903,1909
Q5550728,Gerhard Meidell Gerhardsen,Storting,1903,1912
Q15263808,Gjermund Grivi,Storting,1903,1912
Q5566007,Gjert Holsen,Storting,1903,1912
Q27967485,Godske Nielsen,Storting,1903,1906
Q3432027,Gunder Anton Jahren,Storting,1903,1930
Q4581311,Gunnar Torgeirson Rysstad,Storting,1903,1906
Q20739766,Hakon Magne Valdemar Wrangell,Storting,1903,1909
Q105723671,Halvor Johannesen Berg,Storting,1903,1906
Q1810975,Hans Konrad Foosnæs,Storting,1903,1906
Q1792355,Harald Bothner,Storting,1903,1906
Q6098436,Ivar Lind,Storting,1903,1906
Q4578084,Ivar P. Tveiten,Storting,1903,1924
Q16760646,Jakob Andersen,Storting,1903,1909
Q12715846,Johan M. Jørgensen,Storting,1903,1906
Q3443595,Johan Thorne,Storting,1903,1906
Q11978988,John Iversen Wolden,Storting,1903,1909
Q12715876,John Lind Johansen,Storting,1903,1909
Q3659648,Jørg Berge,Storting,1903,1906
Q3352322,Jørgen Brunchorst,Storting,1903,1906
Q3432060,Jørgen Christian Knudsen,Storting,1903,1906
Q44509053,Knut A. Taraldset,Storting,1903,1906
Q329529,Kristofer Lehmkuhl,Storting,1903,1906
Q19378997,Lars Olsen Skjulestad,Storting,1903,1906
Q6731339,Magne Johnsen Rongved,Storting,1903,1906
Q4567561,Magnus Halvorsen,Storting,1903,1912
Q11987837,Magnus Hesselberg Oppen,Storting,1903,1906
Q11988580,Martinus Nikolai Sivertsen,Storting,1903,1912
Q12716864,Meyer Foshaug,Storting,1903,1924
Q3437406,Nikolai Prebensen,Storting,1903,1906
Q26160196,Nils Jacobsen Molland,Storting,1903,1906
Q3438821,Nils Riddervold Jensen,Storting,1903,1906
Q16760748,Olav Nergård,Storting,1903,1906
Q12717449,Ole Grændsen,Storting,1903,1906
Q105723492,Ole Herman Jacobsen,Storting,1903,1906
Q4574842,Ole Knutsen Ødegaard,Storting,1903,1906
Q16760681,Ole Torgersen Gillebo,Storting,1903,1906
Q12717589,Otto Schreuder,Storting,1903,1906
Q56406555,Peder Oluf Pedersen,Storting,1903,1912
Q15263798,Peter Rinnan,Storting,1903,1906
Q6978874,Sigval Bergesen,Storting,1903,1909
Q7781608,Theodor Nilsen Stousland,Storting,1903,1912
Q16760694,Thorvald Heistein,Storting,1903,1906
Q12719064,Tore Aaen,Storting,1903,1918
Q15934966,Truls Aslesen Strand,Storting,1903,1906
Q16760654,Wilhelm Børresen,Storting,1903,1906
Q8002131,Wilhelm Christian Suhrke,Storting,1903,1906
Q19371716,Andreas S. Oksvold,Storting,1904,1906
Q4567041,Ambortius Lindvig,Storting,1906,1912
Q1805958,Anders Buen,Storting,1906,1921
Q11825628,Bernhard Øverland,Storting,1906,1909
Q14552385,Bertrand Gundersen,Storting,1906,1909
Q12713797,Bjørn Kristensen,Storting,1906,1912
Q11963167,Carl Martin Ellingsen,Storting,1906,1909
Q1770640,Christian Holtermann Knudsen,Storting,1906,1915
Q14542501,Christian P. Storjord,Storting,1906,1909
Q44198015,Eilert Schanche,Storting,1906,1909
Q12714475,Elling Wold,Storting,1906,1909
Q5450607,Finn Blakstad,Storting,1906,1915
Q1453302,Fredrik Stang,Storting,1906,1909
Q560949,Gunnar Knudsen,Storting,1906,1909
Q12715251,Hallvard Kloster,Storting,1906,1909
Q248429,Hans Bergersen Wergeland,Storting,1906,1912
Q3353361,Hans Jacob Horst,Storting,1906,1909
Q5650385,Hans Larsen Saakvitne,Storting,1906,1909
Q16760738,Hans Meisingset,Storting,1906,1909
Q105598064,Hans Pedersen Rustand,Storting,1906,1909
Q12715307,Hans Theodor Hansen Bøen,Storting,1906,1909
Q921187,Isak Saba,Storting,1906,1912
Q573895,Ivar Aavatsmark,Storting,1906,1921
Q11977828,Jacob Brevig,Storting,1906,1912
Q3443149,Joachim Grieg,Storting,1906,1909
Q12715831,Johan Albert Hoff,Storting,1906,1909
Q12715840,Johan G. Austeen,Storting,1906,1912
Q16760706,Johan Hyggen,Storting,1906,1909
Q6215318,Johan Randulf Rogge,Storting,1906,1909
Q12715946,Jørgen Jorde,Storting,1906,1909
Q11980277,Karl Hagerup,Storting,1906,1915
Q11980370,Kasper Sund,Storting,1906,1909
Q16760658,Kristian Dick,Storting,1906,1909
Q6437900,Kristian Friis Petersen,Storting,1906,1909
Q1810423,Lars Abrahamsen,Storting,1906,1909
Q105598130,Lars Andersen Ejde,Storting,1906,1909
Q3438219,Lars Knutson Liestøl,Storting,1906,1915
Q16760764,Lars Rasmussen,Storting,1906,1909
Q6491742,Lars Sæbø,Storting,1906,1915
Q3431959,Ludvig Larsen Kragtorp,Storting,1906,1915
Q6732159,Magnus Nilssen,Storting,1906,1921
Q16760725,Martin Larsen,Storting,1906,1909
Q4568127,Martin Olsen Nalum,Storting,1906,1924
Q6787126,Mathias Blilie,Storting,1906,1912
Q6835077,Michael Velo,Storting,1906,1909
Q1780986,Nils Claus Ihlen,Storting,1906,1909
Q11991621,Noan Christian Gauslaa,Storting,1906,1909
Q44018,Odd Klingenberg,Storting,1906,1909
Q19963477,Olav Andreas Eftestøl,Storting,1906,1915
Q12717436,Ole Christian Sand,Storting,1906,1909
Q12330049,Ole Eidem,Storting,1906,1912
Q15265038,Ole Erichsen,Storting,1906,1909
Q16760707,Ole Høstmark,Storting,1906,1912
Q11993684,Ole Olsen Malm,Storting,1906,1909
Q11993693,Ole Røsholm,Storting,1906,1909
Q12717585,Otto Ruberg,Storting,1906,1909
Q14437564,Peder Rinde,Storting,1906,1918
Q16760779,Peder Sjursen,Storting,1906,1909
Q105598102,Peder Tjøstolfsen Aas,Storting,1906,1909
Q12717692,Peter Bakkejord,Storting,1906,1912
Q7177451,Peter Valeur,Storting,1906,1909
Q43373472,Rasmus Hjertenæs,Storting,1906,1912
Q12717995,Rikard Owe,Storting,1906,1918
Q12718271,Sigmund Aarnes,Storting,1906,1915
Q26000786,Sivert E. Dyrland,Storting,1906,1912
Q19832274,Sjur Fedje,Storting,1906,1909
Q12718324,Sjur Torleifsson Næss,Storting,1906,1921
Q2567555,Sven Aarrestad,Storting,1906,1909
Q12005507,Terje Anderssøn Mørland,Storting,1906,1909
Q17305226,Thomas Fasting,Storting,1906,1909
Q12719034,Tollef Gjedrem,Storting,1906,1921
Q4566587,Torgeir Vraa,Storting,1906,1909
Q2424873,Waldemar Christofer Brøgger,Storting,1906,1909
Q105598216,Zacharias Backer,Storting,1906,1909
Q12715843,Johan Kirksæter,Storting,1907,1908
Q12713230,Adolf Wichstrøm,Storting,1910,1912
Q16301283,Aksel Irgens,Storting,1910,1912
Q64176050,Alfred P. Wright,Storting,1910,1912
Q11957974,Andreas Galtvik,Storting,1910,1921
Q14542354,Andres Grindland,Storting,1910,1912
Q11958412,Anton Eriksen,Storting,1910,1912
Q14542359,Anton Martin Omholt,Storting,1910,1915
Q4795422,Arnt Severin Ulstrup,Storting,1910,1915
Q4820692,August Embretsen,Storting,1910,1915
Q25929755,Bendiks Imenæs,Storting,1910,1912
Q3440973,Bernhard Brænne,Storting,1910,1912
Q3375742,Bernhard Tandberg,Storting,1910,1912
Q16760726,Carelius Larsmon,Storting,1910,1912
Q4581080,Christian Fredrik Michelet,Storting,1910,1921
Q3468494,Christian L. Rolfsen,Storting,1910,1912
Q23304113,Christoffer Hannevig sr.,Storting,1910,1912
Q11977893,Christoffer Inderberg,Storting,1910,1918
Q1782823,Edvard Hagerup Bull,Storting,1910,1918
Q12714347,Edvard Joakimsen,Storting,1910,1921
Q12714349,Edvard O. Landheim,Storting,1910,1918
Q3366029,Erik Enge,Storting,1910,1912
Q26179003,Even Loreng,Storting,1910,1912
Q5499495,Fredrik Ludvig Konow,Storting,1910,1912
Q5619218,Gunnerius Furuholmen,Storting,1910,1912
Q105598005,Gustav Johannes Natvig,Storting,1910,1912
Q25929750,Hans Kaldager,Storting,1910,1912
